Brand,Name,Price,Year,Car case,Volume,Transmission,Mileage,Gear,Color
Kia,Cerato,10000000,2018,седан,2.0,автомат,93264.0,передний привод,серый
Subaru,Outback,4100000,2006,универсал,2.5,автомат,333063.0,полный привод,серый металлик
Infiniti,FX35,6500000,2005,кроссовер,3.5,автомат,243700.0,полный привод,белый металлик
Hyundai,Palisade,20070000,2021,кроссовер,3.8,автомат,25800.0,полный привод,серый металлик
Toyota,Corolla,7100000,2011,седан,1.6,автомат,7777.0,передний привод,серебристый металлик
Nissan,Terrano II,4300000,2002,внедорожник,3.0,автомат,133558.6735723293,полный привод,бежевый металлик
Subaru,Outback,16974000,2021,универсал,2.5,автомат,29150.0,полный привод,красный
Toyota,Camry,5800000,2002,седан,3.0,автомат,100000.0,передний привод,золотистый металлик
ГАЗ,ГАЗель,3600000,2004,фургон,2.7,механика,123456.0,задний привод,белый металлик
Toyota,Carina E,1700000,1994,седан,2.0,механика,330000.0,передний привод,бордовый металлик
Mercedes-Benz,E 220,2050000,1994,универсал,2.2,механика,133558.6735723293,задний привод,белый
Volkswagen,Taos,11900000,2022,кроссовер,1.4,автомат,1000.0,передний привод,белый металлик
Porsche,Cayenne,5000000,2004,кроссовер,4.5,автомат,260155.0,полный привод,серый
Chevrolet,Cruze,4000000,2010,седан,1.8,автомат,133558.6735723293,передний привод,черный
Toyota,RAV 4,6200000,2005,кроссовер,2.0,автомат,133558.6735723293,передний привод,синий
Peugeot,206,1300000,2008,седан,1.4,механика,260000.0,передний привод,белый
Chevrolet,Spark,7160000,2021,хэтчбек,1.4,автомат,26000.0,передний привод,белый
Chevrolet,Cobalt,6889000,2021,седан,1.5,автомат,67786.0,передний привод,белый
Mercedes-Benz,E 350,9500000,2009,седан,3.5,автомат,200000.0,полный привод,черный
Hyundai,Accent,5100000,2015,седан,1.6,механика,350000.0,передний привод,белый металлик
BMW,530,4600000,1999,седан,3.0,автомат,133558.6735723293,задний привод,белый
Toyota,Highlander,18900000,2019,кроссовер,3.5,автомат,63200.0,полный привод,серый металлик
Mercedes-Benz,S 350,16000000,2011,седан,3.5,автомат,73000.0,задний привод,белый
Toyota,Camry,3600000,1998,седан,3.0,автомат,360000.0,передний привод,красный
Nissan,Terrano,1600000,1994,внедорожник,2.7,автомат,133558.6735723293,полный привод,черный
Mitsubishi,RVR,1689000,1997,минивэн,2.0,механика,270877.0,полный привод,белый
Kia,K9,8500000,2014,седан,3.8,автомат,126000.0,задний привод,белый металлик
Mitsubishi,Galant,750000,1998,седан,1.8,автомат,133558.6735723293,передний привод,серебристый
Opel,Meriva,3000000,2005,минивэн,1.6,робот,150000.0,передний привод,белый
Kia,Carens,3000000,2003,минивэн,2.0,механика,200000.0,передний привод,серебристый металлик
Nissan,Qashqai,7500000,2013,кроссовер,1.6,вариатор,102000.0,передний привод,белый металлик
Mitsubishi,Outlander,15200000,2021,кроссовер,2.5,вариатор,35000.0,передний привод,серебристый
Toyota,Camry,7100000,2010,седан,2.5,автомат,133558.6735723293,передний привод,серебристый металлик
Li,One,25264000,2022,кроссовер,1.2,автомат,467.0,полный привод,черный
Hyundai,Santa Fe,16200000,2021,кроссовер,2.5,автомат,11700.0,полный привод,серый металлик
Toyota,Camry,4300000,2002,седан,3.0,автомат,133558.6735723293,передний привод,серый металлик
Ravon,Nexia R3,4549000,2019,седан,1.5,механика,142047.0,передний привод,белый
Volkswagen,Beetle,4200000,2002,хэтчбек,2.0,автомат,235000.0,передний привод,белый
Skoda,Superb,4500000,2013,лифтбек,2.0,робот,133558.6735723293,передний привод,серый
Toyota,Land Cruiser Prado,12500000,2006,внедорожник,2.7,автомат,215500.0,полный привод,бежевый металлик
Hyundai,Palisade,27800000,2021,кроссовер,3.8,автомат,133558.6735723293,полный привод,серый металлик
Ravon,Nexia R3,3600000,2017,седан,1.5,механика,119000.0,передний привод,белый
Mercedes-Benz,S 350,10500000,2006,седан,3.5,автомат,100000.0,задний привод,серый металлик
Daewoo,Nexia,2500000,2013,седан,1.5,механика,70000.0,передний привод,голубой
ВАЗ (Lada),2121 Нива,1450000,2008,внедорожник,1.7,механика,133558.6735723293,полный привод,белый
Kia,Carens,8350000,2013,минивэн,2.0,автомат,198985.0,передний привод,серый
Mitsubishi,Space Runner,900000,1993,минивэн,1.8,механика,245875.0,передний привод,черный
Kia,K5,12800000,2021,седан,2.0,автомат,22000.0,передний привод,серый металлик
Mitsubishi,Pajero,11700000,2010,внедорожник,3.0,автомат,132000.0,полный привод,черный металлик
Toyota,Land Cruiser,9500000,1994,внедорожник,4.5,автомат,182000.0,полный привод,черный
Kia,Sportage,13100000,2018,кроссовер,2.0,автомат,45000.0,полный привод,черный металлик
Nissan,Altima,2950000,2005,седан,2.5,автомат,220000.0,передний привод,черный металлик
Subaru,Forester,11500000,2022,кроссовер,2.5,вариатор,40000.0,полный привод,синий
Mazda,MPV,2100000,1996,минивэн,2.5,автомат,133558.6735723293,полный привод,зеленый металлик
Subaru,Tribeca,6000000,2006,кроссовер,3.0,автомат,357555.0,полный привод,синий металлик
Hyundai,Santa Fe,21000000,2021,кроссовер,2.5,автомат,27500.0,полный привод,белый металлик
Citroen,XM,1400000,1995,хэтчбек,2.1,механика,160000.0,передний привод,синий
Mercedes-Benz,E 260,1700000,1990,седан,2.6,механика,133558.6735723293,задний привод,белый
Nissan,Almera,3890000,2014,седан,1.6,механика,160412.0,передний привод,белый
Skoda,Octavia,2800000,2007,лифтбек,1.6,механика,133558.6735723293,передний привод,серебристый металлик
Nissan,Patrol,6700000,2000,внедорожник,3.0,автомат,411000.0,полный привод,зеленый металлик
Hyundai,Grandeur,18810000,2023,седан,3.5,автомат,0.0,передний привод,белый металлик
Subaru,Forester,3100000,2001,кроссовер,2.5,механика,133558.6735723293,полный привод,зеленый
Volkswagen,Passat,1450000,1991,универсал,1.8,механика,111111.0,передний привод,белый
Hyundai,i30,6500000,2013,хэтчбек,1.6,автомат,166000.0,передний привод,бордовый металлик
Kia,K3,10350000,2021,седан,1.6,автомат,32000.0,передний привод,белый
Nissan,Stagea,3900000,1997,универсал,2.5,автомат,7777.0,полный привод,серебристый металлик
Nissan,Cefiro,3100000,1997,седан,2.5,автомат,133558.6735723293,передний привод,белый
Haval,H6,11700000,2023,кроссовер,1.5,робот,0.0,передний привод,белый
Hyundai,Elantra,9200000,2019,седан,2.0,автомат,28000.0,передний привод,черный
Toyota,Land Cruiser Prado,25000000,2021,внедорожник,2.7,автомат,61000.0,полный привод,белый металлик
Toyota,Camry,14800000,2019,седан,2.5,автомат,79000.0,передний привод,черный
Toyota,RAV 4,18000000,2022,кроссовер,2.5,автомат,11256.0,передний привод,серый металлик
Audi,80,2000000,1994,седан,2.6,механика,11111.0,передний привод,черный металлик
Toyota,Camry,9670000,2013,седан,2.5,автомат,180096.0,передний привод,серебристый металлик
Toyota,Camry,9700000,2014,седан,2.0,автомат,210000.0,передний привод,белый металлик
Volkswagen,Golf,1200000,1993,хэтчбек,1.6,механика,133558.6735723293,передний привод,зеленый металлик
ГАЗ,ГАЗель,3600000,2005,фургон,2.9,механика,3000.0,задний привод,белый металлик
Toyota,RAV 4,16300000,2019,кроссовер,2.0,вариатор,57000.0,полный привод,черный металлик
ВАЗ (Lada),Largus,3400000,2014,универсал,1.6,механика,316000.0,передний привод,белый
Mitsubishi,Outlander,12800000,2022,кроссовер,2.0,вариатор,100.0,передний привод,белый
Daewoo,Nexia,1700000,2010,седан,1.5,механика,133558.6735723293,передний привод,красный металлик
Kia,Carnival,24000000,2022,минивэн,3.5,автомат,12000.0,передний привод,белый
Kia,Soul,6800000,2016,кроссовер,1.6,механика,130000.0,передний привод,белый
Volkswagen,Golf,3600000,2002,хэтчбек,2.0,автомат,224000.0,передний привод,белый
Toyota,HiAce,7300000,2006,микроавтобус,2.7,механика,133558.6735723293,задний привод,белый металлик
Kia,Optima,8600000,2014,седан,2.0,автомат,133558.6735723293,передний привод,черный
Lexus,GS 300,4200000,1999,седан,3.0,автомат,133558.6735723293,задний привод,золотистый
Nissan,Cefiro,2500000,1997,седан,2.0,автомат,300000.0,передний привод,серебристый металлик
Volkswagen,Passat,2880000,2004,седан,1.8,автомат,385000.0,передний привод,синий металлик
Honda,Odyssey,2850000,1995,минивэн,2.2,автомат,296000.0,передний привод,зеленый металлик
Renault,Logan,4500000,2018,седан,1.6,механика,42000.0,передний привод,белый
Toyota,Carina E,2600000,1995,лифтбек,1.6,механика,133558.6735723293,передний привод,красный
Toyota,Carina E,2850000,1994,универсал,1.6,механика,133558.6735723293,передний привод,белый
Toyota,Highlander,18700000,2018,кроссовер,3.5,автомат,90104.0,полный привод,серебристый металлик
BMW,320,4000000,1994,седан,2.0,механика,133558.6735723293,задний привод,синий металлик
Subaru,WRX,11500000,2017,седан,2.0,механика,99696.0,полный привод,красный
Volkswagen,Tiguan,6400000,2009,кроссовер,2.0,автомат,100000.0,передний привод,черный металлик
Mercedes-Benz,C 220,2450000,1995,седан,2.2,автомат,286000.0,задний привод,черный
ВАЗ (Lada),2114 (хэтчбек),1700000,2011,хэтчбек,1.6,механика,183000.0,передний привод,черный
ВАЗ (Lada),2121 Нива,2500000,2013,внедорожник,1.7,механика,133558.6735723293,полный привод,черный металлик
Mercedes-Benz,C 200,2500000,1997,седан,2.0,автомат,133558.6735723293,задний привод,вишня металлик
Toyota,Highlander,6300000,2001,кроссовер,3.0,автомат,312000.0,полный привод,синий металлик
Mitsubishi,Pajero,2000000,1992,внедорожник,2.5,автомат,133558.6735723293,полный привод,белый
Toyota,Mark II,3200000,1993,седан,3.0,автомат,133558.6735723293,задний привод,белый
ВАЗ (Lada),2114 (хэтчбек),650000,2005,хэтчбек,1.6,механика,123456.0,передний привод,вишня
Mercedes-Benz,E 300,1600000,1993,седан,3.0,автомат,133558.6735723293,задний привод,серебристый
Toyota,Land Cruiser Prado,4400000,1994,внедорожник,3.0,автомат,178480.0,полный привод,зеленый
Nissan,Teana,4500000,2006,седан,2.3,автомат,370000.0,передний привод,белый
Hyundai,Solaris,8300000,2020,седан,1.6,автомат,92000.0,передний привод,белый
Nissan,Fuga,4800000,2005,седан,4.5,автомат,133558.6735723293,задний привод,черный
Hyundai,Sonata,16500000,2021,седан,2.5,автомат,32304.0,передний привод,серебристый металлик
Toyota,Yaris,4400000,2010,седан,1.5,автомат,230000.0,передний привод,красный
Toyota,Camry,4300000,2001,седан,2.2,автомат,111111.0,передний привод,синий металлик
Mazda,323,700000,1998,хэтчбек,1.5,механика,133558.6735723293,передний привод,белый
Mercedes-Benz,ML 350,5500000,2005,внедорожник,3.7,автомат,283000.0,полный привод,серебристый металлик
Audi,A6,2500000,2000,седан,2.8,автомат,340000.0,полный привод,серебристый металлик
Mitsubishi,Space Wagon,1000000,1993,минивэн,2.0,механика,133558.6735723293,передний привод,белый
Mercedes-Benz,E 320,4400000,1998,седан,3.2,автомат,133558.6735723293,задний привод,серебристый металлик
Lexus,GS 300,7200000,2007,седан,3.0,автомат,133558.6735723293,задний привод,черный металлик
Ford,Kuga,9350000,2017,кроссовер,1.5,автомат,82124.0,полный привод,коричневый
Toyota,Corolla,5500000,2011,седан,1.6,механика,174000.0,передний привод,черный металлик
Toyota,Land Cruiser Prado,19600000,2012,внедорожник,4.0,автомат,109000.0,полный привод,черный металлик
Ford,Sierra,1200000,1988,хэтчбек,2.0,механика,133558.6735723293,задний привод,белый
Toyota,Camry,19000000,2021,седан,2.5,автомат,40000.0,передний привод,серебристый металлик
Toyota,Land Cruiser Prado,25500000,2014,внедорожник,4.0,автомат,160000.0,полный привод,черный металлик
Mazda,626,550000,1990,лифтбек,2.0,механика,99999.0,передний привод,красный
Honda,Accord,3400000,1997,седан,2.2,механика,133558.6735723293,передний привод,белый металлик
Toyota,Corolla,11500000,2021,седан,1.8,вариатор,56000.0,передний привод,белый металлик
Subaru,Forester,2500000,1999,кроссовер,2.0,механика,133558.6735723293,полный привод,белый
Hyundai,Elantra,12500000,2021,седан,2.0,автомат,18500.0,передний привод,белый
Nissan,Terrano,10100000,2021,кроссовер,2.0,автомат,44000.0,полный привод,белый металлик
Mercedes-Benz,S 320,4800000,1998,седан,3.2,автомат,380000.0,задний привод,черный
ВАЗ (Lada),2115 (седан),1650000,2008,седан,1.6,механика,133558.6735723293,передний привод,серебристый металлик
Mazda,323,1200000,1990,седан,1.3,механика,350000.0,передний привод,белый
Hyundai,Porter,4200000,2005,пикап,2.5,механика,331332.0,задний привод,голубой металлик
Nissan,Pathfinder,8200000,2007,внедорожник,4.0,автомат,133558.6735723293,полный привод,серебристый металлик
ВАЗ (Lada),Priora 2170 (седан),4000000,2014,седан,1.6,механика,133558.6735723293,передний привод,белый
Toyota,Camry,13000000,2015,седан,2.0,автомат,190000.0,передний привод,серебристый металлик
Mazda,323,600000,1991,седан,1.3,механика,133558.6735723293,передний привод,белый металлик
Audi,A8,2900000,2001,седан,3.7,автомат,300000.0,полный привод,бежевый
BMW,730,22000000,2015,седан,3.0,автомат,110000.0,задний привод,серый металлик
Toyota,Camry,14700000,2018,седан,2.5,автомат,101120.0,передний привод,белый
ВАЗ (Lada),2107,700000,2005,седан,1.6,механика,110000.0,задний привод,белый
Volkswagen,Touareg,4800000,2008,кроссовер,3.0,автомат,133558.6735723293,полный привод,серебристый металлик
Chrysler,Voyager,2500000,1999,минивэн,2.5,механика,133558.6735723293,передний привод,зеленый металлик
Toyota,Hilux Surf,4000000,1998,внедорожник,2.7,автомат,133558.6735723293,полный привод,черный
ВАЗ (Lada),2115 (седан),950000,2003,седан,1.5,механика,133558.6735723293,передний привод,белый
JAC,J7,11300000,2023,лифтбек,1.5,вариатор,0.0,передний привод,красный металлик
Chevrolet,Nexia,5900000,2020,седан,1.5,автомат,62801.0,передний привод,черный
Toyota,HiAce,2000000,1995,микроавтобус,3.0,автомат,133558.6735723293,задний привод,вишня
Hyundai,Tucson,7500000,2011,кроссовер,2.0,автомат,200000.0,полный привод,серебристый металлик
Hyundai,Elantra,6900000,2014,седан,1.6,автомат,177.0,передний привод,черный металлик
Toyota,Venza,9200000,2010,кроссовер,2.7,автомат,133558.6735723293,полный привод,белый
Toyota,Caldina,3100000,1998,универсал,2.0,автомат,65000.0,полный привод,черный металлик
Ford,F-Series,25500000,2018,пикап,3.5,автомат,45000.0,полный привод,бордовый металлик
Subaru,Forester,4800000,2003,кроссовер,2.5,автомат,133558.6735723293,полный привод,золотистый
Mazda,6,8650000,2017,седан,2.5,автомат,190000.0,передний привод,красный металлик
Chevrolet,Lacetti,2650000,2008,хэтчбек,1.6,механика,133558.6735723293,передний привод,синий
Volkswagen,Touareg,11500000,2012,кроссовер,3.0,автомат,91000.0,полный привод,серый металлик
Mazda,626,900000,1988,лифтбек,2.0,механика,133558.6735723293,передний привод,серый
Li,L7,28316000,2023,кроссовер,1.5,автомат,0.0,полный привод,белый
Toyota,RAV 4,15500000,2017,кроссовер,2.5,автомат,114691.0,полный привод,серебристый металлик
Opel,Vectra,1800000,2000,седан,1.8,механика,333333.0,передний привод,серебристый металлик
BMW,535,4700000,2007,седан,3.0,автомат,133558.6735723293,задний привод,белый
Volkswagen,Passat,1450000,1991,универсал,1.8,механика,70000.0,передний привод,черный металлик
Toyota,Prius,6200000,2010,хэтчбек,1.8,вариатор,133558.6735723293,передний привод,белый
Toyota,Crown,3500000,2001,седан,3.0,автомат,133558.6735723293,задний привод,белый
Mercedes-Benz,190,1450000,1990,седан,2.0,механика,329000.0,задний привод,белый металлик
Opel,Vectra,1350000,1999,седан,1.8,автомат,260000.0,передний привод,белый металлик
Toyota,RAV 4,2700000,1995,кроссовер,2.0,автомат,350000.0,полный привод,зеленый
Hyundai,Porter,5500000,2015,пикап,2.5,механика,40000.0,задний привод,белый
Nissan,Patrol,7150000,2000,внедорожник,3.0,автомат,233000.0,полный привод,синий металлик
Hyundai,Porter,5500000,2016,пикап,2.5,механика,40000.0,задний привод,белый металлик
BMW,520,1300000,1992,седан,2.0,механика,133558.6735723293,задний привод,черный металлик
Toyota,Highlander,8500000,2004,кроссовер,3.3,автомат,260000.0,полный привод,синий металлик
Ford,Focus,2500000,2005,седан,2.0,автомат,133558.6735723293,передний привод,серебристый металлик
Hyundai,Equus,4300000,2003,седан,3.5,автомат,133558.6735723293,передний привод,черный
JAC,J7,9290000,2023,лифтбек,1.5,вариатор,0.0,передний привод,белый
Toyota,Highlander,14500000,2012,кроссовер,3.5,автомат,138811.0,полный привод,белый металлик
JAC,JS4,9390000,2023,кроссовер,1.5,вариатор,0.0,передний привод,белый
JAC,JS6,12590000,2023,кроссовер,1.5,робот,0.0,передний привод,белый
Kia,Sorento,25200000,2022,кроссовер,2.5,автомат,750.0,полный привод,черный металлик
Honda,Inspire,1800000,1996,седан,2.5,автомат,777.0,передний привод,серебристый металлик
Suzuki,XL7,5500000,2004,внедорожник,2.7,автомат,210000.0,полный привод,серый металлик
Mitsubishi,Space Wagon,1800000,1993,минивэн,2.0,механика,133558.6735723293,передний привод,голубой металлик
ВАЗ (Lada),2114 (хэтчбек),1000000,2013,хэтчбек,1.5,механика,133558.6735723293,передний привод,черный
Renault,Sandero Stepway,3200000,2013,хэтчбек,1.6,механика,176000.0,передний привод,серый металлик
Skoda,Rapid,4600000,2014,лифтбек,1.6,механика,133558.6735723293,передний привод,белый металлик
Honda,CR-V,2700000,1996,кроссовер,2.0,автомат,11111.0,полный привод,серый
Kia,Rio,8500000,2019,седан,1.6,автомат,58000.0,передний привод,белый
Kia,K5,13700000,2021,седан,2.0,автомат,74000.0,передний привод,белый
Suzuki,XL7,4900000,2002,внедорожник,2.7,автомат,133558.6735723293,полный привод,белый металлик
Volvo,S80,5699000,2007,седан,2.5,автомат,199040.0,передний привод,белый
Hyundai,i30,5990000,2012,хэтчбек,1.6,автомат,163340.0,передний привод,черный
Mercedes-Benz,E 300,3500000,1993,седан,3.0,автомат,300000.0,задний привод,черный металлик
Mercedes-Benz,GL 500,22000000,2013,внедорожник,4.7,автомат,133558.6735723293,полный привод,черный металлик
Volkswagen,Polo,5600000,2014,седан,1.6,автомат,200000.0,передний привод,белый металлик
Subaru,Legacy,1600000,1998,универсал,2.5,автомат,133558.6735723293,полный привод,серебристый
Toyota,Camry,8800000,2013,седан,2.5,автомат,250000.0,передний привод,красный
Subaru,Forester,3800000,2002,кроссовер,2.5,автомат,133558.6735723293,полный привод,белый
Hyundai,Solaris,5800000,2015,седан,1.6,автомат,81000.0,передний привод,белый
Nissan,Maxima,1880000,1995,седан,2.0,механика,133558.6735723293,передний привод,синий металлик
Mercedes-Benz,E 230,3300000,1999,седан,2.3,автомат,340000.0,задний привод,синий
Daewoo,Nexia,1300000,2011,седан,1.5,механика,133558.6735723293,передний привод,синий
Mercedes-Benz,E 320,650000,1996,седан,3.2,автомат,255558.0,задний привод,зеленый
Ford,Focus,1700000,2001,седан,2.0,автомат,350000.0,передний привод,зеленый металлик
Toyota,Land Cruiser,18500000,2011,внедорожник,4.5,автомат,160000.0,полный привод,белый
BMW,525,2500000,1990,седан,2.5,механика,133558.6735723293,задний привод,черный
Mitsubishi,RVR,1750000,1994,минивэн,2.0,автомат,30350.0,полный привод,зеленый металлик
Volkswagen,Tiguan,22000000,2021,кроссовер,2.0,робот,18000.0,полный привод,белый металлик
Hyundai,Grandeur,11000000,2017,седан,3.0,автомат,133558.6735723293,передний привод,белый металлик
Hyundai,Santa Fe,19685000,2022,кроссовер,2.5,автомат,130.0,полный привод,серый
Nissan,Patrol,10000000,2005,внедорожник,3.0,автомат,400000.0,полный привод,черный
Audi,80,1050000,1991,седан,1.8,механика,133558.6735723293,передний привод,белый
Hyundai,Starex,3600000,2004,минивэн,2.5,механика,360000.0,задний привод,серый металлик
Subaru,Outback,5800000,2012,универсал,2.5,вариатор,233000.0,полный привод,зеленый
Toyota,Camry,5800000,2003,седан,2.4,автомат,133558.6735723293,передний привод,золотистый металлик
ВАЗ (Lada),Priora 2170 (седан),3200000,2013,седан,1.6,механика,89156.0,передний привод,белый
Hyundai,Matrix,2700000,2003,минивэн,1.6,автомат,100000.0,передний привод,бирюзовый металлик
Toyota,Corolla,8500000,2017,седан,1.6,вариатор,102000.0,передний привод,белый
Toyota,Camry,17000000,2018,седан,2.5,автомат,75000.0,передний привод,черный металлик
Lexus,RX 350,42900000,2023,кроссовер,2.4,автомат,0.0,полный привод,белый металлик
Mazda,323,750000,1998,седан,1.5,механика,133558.6735723293,передний привод,серый металлик
Mercedes-Benz,C 220,1800000,1994,седан,2.2,автомат,56000.0,задний привод,серебристый металлик
Honda,CR-V,2700000,1995,кроссовер,2.0,автомат,133558.6735723293,полный привод,серебристый
Kia,Cerato,7000000,2014,седан,1.6,механика,133558.6735723293,передний привод,белый
Hyundai,Elantra,5400000,2012,седан,1.6,автомат,200000.0,передний привод,белый
Subaru,Outback,12999999,2018,универсал,2.5,вариатор,90000.0,полный привод,черный металлик
Kia,K5,14800000,2022,седан,2.0,автомат,16700.0,передний привод,черный металлик
Mitsubishi,Pajero,4999999,1999,внедорожник,2.8,автомат,133558.6735723293,полный привод,зеленый металлик
Honda,CR-V,3350000,1996,кроссовер,2.0,автомат,414276.0,полный привод,красный
Toyota,Mark II,3700000,1998,седан,2.5,автомат,235000.0,задний привод,белый металлик
Toyota,Camry Gracia,3900000,1999,седан,2.2,автомат,133558.6735723293,передний привод,серебристый металлик
Chevrolet,Nexia,5000000,2020,седан,1.5,механика,88000.0,передний привод,белый металлик
Honda,Odyssey,4500000,2002,минивэн,2.3,автомат,230000.0,передний привод,серый металлик
Kia,Carnival,23500000,2021,минивэн,3.5,автомат,25000.0,передний привод,бирюзовый
Mercedes-Benz,E 230,3100000,1997,седан,2.3,автомат,395000.0,задний привод,серебристый металлик
Toyota,Land Cruiser Prado,21700000,2014,внедорожник,4.0,автомат,160000.0,полный привод,серебристый металлик
Citroen,C5,2350000,2002,лифтбек,2.0,автомат,217000.0,передний привод,голубой металлик
Hyundai,Starex,4000000,2003,минивэн,2.5,механика,360000.0,задний привод,серебристый
Lexus,NX 250,30500000,2022,кроссовер,2.5,автомат,14500.0,полный привод,белый
Opel,Vectra,600000,1988,седан,2.0,механика,133558.6735723293,полный привод,белый
Toyota,Estima,5200000,2005,минивэн,3.0,автомат,334000.0,передний привод,белый металлик
BMW,X6,11500000,2008,кроссовер,3.0,автомат,133558.6735723293,полный привод,красный
Ford,Transit,8500000,2017,фургон,2.2,механика,350000.0,задний привод,белый металлик
Toyota,Camry,5750000,2005,седан,3.0,автомат,133558.6735723293,передний привод,черный металлик
Mercedes-Benz,E 43 AMG,30000000,2018,седан,3.0,автомат,97000.0,полный привод,черный
Toyota,Hilux Surf,1800000,1994,внедорожник,3.0,автомат,133558.6735723293,полный привод,зеленый
BMW,325,2600000,1992,купе,2.5,автомат,133558.6735723293,задний привод,черный
Geely,Monjaro,12800000,2023,кроссовер,2.0,автомат,0.0,полный привод,голубой
Hyundai,Elantra,5810000,2011,седан,1.6,автомат,189000.0,передний привод,серебристый металлик
Mercedes-Benz,Sprinter,3500000,1997,микроавтобус,2.9,механика,133558.6735723293,задний привод,белый металлик
Mercedes-Benz,E 230,1500000,1993,седан,2.3,автомат,250000.0,задний привод,синий металлик
Mercedes-Benz,C 230,3800000,1997,седан,2.3,вариатор,333.0,задний привод,белый
Toyota,Sienna,12000000,2011,минивэн,3.5,автомат,133558.6735723293,полный привод,белый
Toyota,Land Cruiser,13500000,2005,внедорожник,4.7,автомат,298000.0,полный привод,белый металлик
ВАЗ (Lada),Priora 2172 (хэтчбек),1800000,2008,хэтчбек,1.6,механика,235519.0,передний привод,серебристый металлик
Lifan,Solano,4599999,2018,седан,1.8,вариатор,111114.0,передний привод,серебристый металлик
Mercedes-Benz,E 230,900000,1991,седан,2.3,механика,133558.6735723293,задний привод,серебристый металлик
Suzuki,Baleno,9499000,2022,хэтчбек,1.5,автомат,133558.6735723293,передний привод,серебристый металлик
Subaru,Forester,5400000,2002,кроссовер,2.0,механика,3.0,полный привод,черный
Honda,Odyssey,31000000,2021,минивэн,3.5,автомат,133558.6735723293,передний привод,бордовый металлик
Toyota,Town Ace,1790000,1993,минивэн,2.2,автомат,133558.6735723293,полный привод,белый
Toyota,Hilux Surf,1800000,1994,внедорожник,3.0,автомат,133558.6735723293,полный привод,зеленый
Mitsubishi,Delica,1850000,1994,минивэн,2.5,автомат,245.0,полный привод,белый металлик
Audi,Q8,43490000,2020,кроссовер,3.0,автомат,17964.0,полный привод,белый
Opel,Vita,1200000,1999,хэтчбек,1.4,автомат,133558.6735723293,передний привод,зеленый металлик
Toyota,Carina E,2100000,1992,седан,1.6,механика,111111.0,передний привод,белый
Infiniti,QX50,19800000,2019,кроссовер,2.0,вариатор,27000.0,полный привод,белый
BMW,X5,7900000,2007,кроссовер,4.8,автомат,330000.0,полный привод,серый
Subaru,Impreza WRX,8500000,2013,седан,2.0,вариатор,133558.6735723293,полный привод,белый
Hyundai,Accent,7999000,2019,седан,1.6,автомат,60000.0,передний привод,синий металлик
Toyota,Camry,11000000,2014,седан,2.5,автомат,133558.6735723293,передний привод,черный металлик
Audi,80,950000,1989,седан,1.8,механика,133558.6735723293,передний привод,синий металлик
Toyota,Vellfire,8500000,2010,минивэн,3.5,автомат,117000.0,передний привод,черный
ЗАЗ,Chance,1500000,2012,седан,1.3,механика,133558.6735723293,передний привод,белый
Audi,Q7,8600000,2007,кроссовер,4.2,автомат,133558.6735723293,полный привод,белый
Hyundai,ix35,8000000,2012,кроссовер,2.0,автомат,133558.6735723293,полный привод,черный металлик
Toyota,Vellfire,7300000,2008,минивэн,3.5,автомат,172000.0,передний привод,фиолетовый металлик
Lexus,RX 300,23500000,2019,кроссовер,2.0,автомат,77000.0,полный привод,серый
Toyota,Caldina,2000000,1994,универсал,2.0,автомат,189000.0,полный привод,зеленый
Audi,100,2600000,1993,седан,2.6,механика,200000.0,передний привод,синий металлик
Toyota,Corolla,9000000,2017,седан,1.6,вариатор,139000.0,передний привод,белый металлик
Toyota,Highlander,26800000,2021,кроссовер,2.5,вариатор,40000.0,полный привод,черный металлик
Mitsubishi,Pajero,1700000,1993,внедорожник,2.5,автомат,133558.6735723293,полный привод,белый
Mitsubishi,Outlander,4000000,2003,кроссовер,2.4,автомат,283141.0,полный привод,зеленый металлик
ВАЗ (Lada),2114 (хэтчбек),1700000,2011,хэтчбек,1.6,механика,220000.0,передний привод,серебристый металлик
Toyota,Chaser,5000000,1995,седан,2.5,механика,250000.0,задний привод,черный металлик
Audi,80,1600000,1992,седан,2.0,механика,133558.6735723293,передний привод,белый
Toyota,Camry,13500000,2015,седан,3.5,автомат,133558.6735723293,передний привод,белый металлик
Toyota,Camry,8200000,2018,седан,2.5,автомат,100000.0,передний привод,черный
Toyota,Land Cruiser,16000000,2007,внедорожник,4.7,автомат,305000.0,полный привод,белый металлик
Audi,80,880000,1991,седан,1.8,механика,444444.0,передний привод,белый металлик
Mitsubishi,Delica,1600000,1992,минивэн,2.5,автомат,133558.6735723293,полный привод,зеленый
Toyota,Camry,5100000,2000,седан,2.2,автомат,383608.0,передний привод,белый
Volkswagen,Golf,1450000,1994,хэтчбек,1.8,автомат,133558.6735723293,передний привод,черный
Toyota,Aristo,3800000,2002,седан,3.0,автомат,133558.6735723293,задний привод,серебристый
Subaru,Legacy,5600000,2008,седан,2.5,автомат,133558.6735723293,полный привод,белый металлик
Mazda,323,2600000,1998,хэтчбек,1.5,автомат,133558.6735723293,передний привод,красный металлик
Land Rover,Defender,41500000,2022,внедорожник,2.0,автомат,29800.0,полный привод,черный металлик
Zeekr,X,15500000,2023,кроссовер,0.0,автомат,0.0,задний привод,белый
Toyota,Camry,12500000,2013,седан,2.5,автомат,183000.0,передний привод,серый металлик
